dir_d,Num_viajes,Hora_llegada_1,Hora_llegada_2,Hora_llegada_3,Hora_llegada_4,Hora_llegada_5,Hora_llegada_6,Hora_llegada_7,Hora_llegada_8,Hora_llegada_9,Hora_llegada_10,Hora_llegada_11,Hora_llegada_12,Hora_llegada_13,Hora_llegada_14,Hora_llegada_15,Hora_llegada_16,Hora_llegada_17,Hora_llegada_18,Hora_llegada_19,Hora_llegada_20,Hora_llegada_21,Hora_llegada_22,Hora_llegada_23,Num_escuelas,Num_hospitales,Num_iglesias,Num_zonas_tipicas,Superficie_km2,Poblacion,Conexiones_fijas_intenet,M2_areas_verdes,N_micro_empresas,N_pequenas_empresas,N_medianas_empresas,N_grandes_empresas
Calera de Tango,453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Cerrillos,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,479,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerrillos,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,8,0.0,0.0,21.0,89520,19788,632472,2495,769,143,104
Cerro Navia,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,779,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Cerro Navia,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245,10,0.0,0.0,11.0,142304,26354,496196,3328,568,43,10
Colina,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Colina,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,15,0.0,0.0,971.2,185599,32579,1219979,4730,1588,250,159
Conchali,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,439,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,737,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Conchali,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,295,13,0.0,0.0,10.7,139394,32513,488972,3734,884,152,98
Curacavi,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
Curacavi,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,4,0.0,0.0,693.0,36991,3276,94434,1529,319,42,13
El Bosque,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,680,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,508,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,560,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,913,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
El Bosque,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,460,14,0.0,0.0,14.2,171789,35636,465,4227,830,86,23
