dir_d,Num_viajes,Hora_llegada_1,Hora_llegada_2,Hora_llegada_3,Hora_llegada_4,Hora_llegada_5,Hora_llegada_6,Hora_llegada_7,Hora_llegada_8,Hora_llegada_9,Hora_llegada_10,Hora_llegada_11,Hora_llegada_12,Hora_llegada_13,Hora_llegada_14,Hora_llegada_15,Hora_llegada_16,Hora_llegada_17,Hora_llegada_18,Hora_llegada_19,Hora_llegada_20,Hora_llegada_21,Hora_llegada_22,Hora_llegada_23,Num_escuelas,Num_hospitales,Num_iglesias,Num_zonas_tipicas,Superficie_km2,Poblacion,Conexiones_fijas_intenet,M2_areas_verdes,N_micro_empresas,N_pequenas_empresas,N_medianas_empresas,N_grandes_empresas
Buin,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Buin,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Buin,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Buin,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Buin,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Buin,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Buin,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Buin,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245,16,0.0,0.0,214.0,111934,21439,325865,4134,1076,110,40
Calera de Tango,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
Calera de Tango,353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,4,0.0,0.0,73.3,29019,2657,0,1051,323,41,14
